filename,clause_name,risk_domain,clause_role,severity,risk_weight,business_description,recommendation
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF",Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,18,Grants broad or unlimited usage rights.,Review broad license grants and usage limitations.
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,18,Grants broad or unlimited usage rights.,Review broad license grants and usage limitations.
ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1.pdf,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1.pdf,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1.pdf,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC..PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC..PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC..PDF",Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,18,Grants broad or unlimited usage rights.,Review broad license grants and usage limitations.
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC..PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
MOELIS&CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.PDF,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
MOELIS&CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.PDF,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
ALLIANCEBANCORPINCOFPENNSYLVANIA_10_18_2006-EX-1.2-AGENCY AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT.PDF,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT.PDF,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
"BLUEHILLSBANCORP,INC_05_20_2014-EX-1.1-AGENCY AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC ALLIANCE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement.PDF",No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.PDF,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,18,Grants broad or unlimited usage rights.,Review broad license grants and usage limitations.
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.PDF",No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
PHLVARIABLEINSURANCECOCT_08_17_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.PDF",No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF',Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF',No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF',Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
