filename,document_name,parties,agreement_date,effective_date,expiration_date,renewal_term,notice_period_to_terminate_renewal,governing_law,has_renewal_term,has_notice_period_to_terminate_renewal,has_expiration_date,has_effective_date,has_governing_law,non_compete,exclusivity,no_solicit_of_customers,no_solicit_of_employees,termination_for_convenience,change_of_control,anti_assignment,revenue_profit_sharing,price_restrictions,minimum_commitment,volume_restriction,ip_ownership_assignment,joint_ip_ownership,license_grant,unlimited_all_you_can_eat_license,irrevocable_or_perpetual_license,post_termination_services,audit_rights,uncapped_liability,cap_on_liability,liquidated_damages,warranty_duration,insurance
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT1.pdf,AGENCY AGREEMENT,"Dundee Securities Ltd.(""Lead Agent""); Kes 7 Capital Inc. and Bloom Burton & Co. Ltd. (collectively with the Lead Agent, ""Agents"" and each individually an ""Agent""); Tribute Pharmaceuticals Canada Inc. (""Corporation"")",5/21/15,,,,,"Ontario, Canada",False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OLDAPIWIND-DOWNLTD_01_08_2016-EX-1.3-AGENCY AGREEMENT2.pdf,AGENTS’ CERTIFICATE,"Tribute Pharmaceuticals Inc. (""Corporation""); [] (""Agent""); [] (""U.S. Affiliate""); U.S. registered broker-dealer affiliate of the Agent",[]/[]/2015,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT.PDF,Supply Agreement,"MediWound Ltd. (""MediWound""); Challenge Bioproducts Corporation Ltd. (""CBC"")",1/11/01,,,,,New York,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,False,True,True
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.PDF,SUPPLY AGREEMENT,"Integra LifeSciences Corporation (""Integra""); PcoMed, LLC (""PcoMed"")",5/15/13,5/15/13,,,,New Jersey,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,False,False
PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT.PDF,SUPPLY AGREEMENT,"Profound Medical Inc. (""Customer""); Philips Medical Systems Nederland B.V. (""Philips""); (Customer and Philips hereinafter also collectively referred to as the “Parties” and individually as a “Party”)",7/31/17,7/31/17,[]/[]/[],,,Netherlands,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.PDF",SUPPLY AGREEMENT,"EWSD 1, LLC, d/b/a SHI FARMS (""Shi Farms""); Gridiron BioNutrients (""Gridiron""); EWSD 1, LLC, d/b/a SHI FARMS and Gridiron BioNutrients (individually “a Party,” and collectively, “the Parties.”)",1/27/20,1/27/20,,,,Colorado,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement.PDF",Supply Agreement,"Miltenyi Biotec GmbH (""Miltenyi""); Bellicum Phamaceuticals, Inc. (""Bellicum""); Miltenyi and Bellicum (individually as a “Party” and collectively as the “Parties”)",3/27/19,3/27/19,3/27/29,successive 5 years,,New York,True,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,True
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT.PDF,SUPPLY AGREEMENT,"Florida Chemical Company, LLC (""FCC""); Flotek Chemistry LLC (""Flotek"")",2/28/19,2/28/19,12/31/23,,,Delaware,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.PDF,TRANSPORTATION CONTRACT  GENERAL CONDITIONS,"SOLANA PETROLEUM EXPLORATION  COLOMBIA LIMITED (""SENDER""); ECOPETROL S.A.(""ECOPETROL"") (""SHIPPER"")",1/30/12,1/30/12,7/29/12,,,Colombia,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True
ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT.PDF,TRANSPORTATION SERVICE AGREEMENT,"Arkansas Western Pipeline Company (""Transporter""); Associated Natural Gas Company (""Shipper"")",5/20/92,,,successive 1 month,60 days; 180 days,Arkansas,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF,MARKETING AND TRANSPORTATION SERVICES AGREEMENT,"Purolator Courier Ltd. (""Purolator""); Parcelway Courier Systems Canada Ltd. a subsidiary of Dynamex Inc. (""Dynamex"")",11/20/95,11/20/95,perpetual,,,"Province of Ontario, Canada",False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True
MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT.PDF,TRANSPORTATION SERVICES AGREEMENT,"Marathon Petroleum Company LP (""Shipper""); Marathon Pipe Line LLC (""MPL""); Marathon Petroleum Company LP and Marathon Pipe Line LLC (jointly as ""Parties"" and individually as a ""Party"")",6/11/15,6/11/15,6/11/30,2 5 years,6 months,Ohio,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False
CHAPARRALRESOURCESINC_03_30_2000-EX-10.66-TRANSPORTATION CONTRACT.PDF,TRANSPORTATION CONTRACT,"JSC NOC KazakhOil (""Company""); JSC Karakudukmunay (""Principal""); collectively referred to as ""Parties""",1/3/00,,11/30/04,successive 12 months,65 days,Republic of Kazakhstan,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT.PDF,GAS TRANSPORTATION AGREEMENT,"TENNESSEE GAS PIPELINE COMPANY (""Transporter""); LOUISVILLE GAS AND ELECTRIC COMPANY (""Shipper""); Transporter and Shipper shall collectively be referred to herein as the ""Parties"".",11/1/02,11/1/02,10/31/12,,,Texas,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.PDF,Collaboration Agreement,"MacroGenics, Inc. (""MacroGenics""); Green Cross Corp. (""Green Cross""); MacroGenics and Green Cross (individually as a “Party” or collectively as the “Parties"")",06/[]/2010,06/[]/2010,,,,,False,False,False,True,False,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False
CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation Agreement.PDF,Cooperation Agreement,"Xi'an Zhonghong New Energy Technology Co., Ltd. (""Party A""); Boxing County Chengli Gas Supply Co., Ltd. (""Party B"")",07/[]/2013,,07/[]/2033,,,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business.PDF,Cooperation Agreement,"Dazzle Interactive Network Technologies Co., Ltd. (""Party A""); Shenzhen iDreamSky Technology Co., Ltd. (""Party B"")",1/1/13,1/1/13,1/1/14,1 year,,,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT.PDF,Cooperation Agreement (2014 Amendment),"Nanjing Tuniu Technology Co., Ltd. (""Party A""); Beijing Tuniu Technology Co., Ltd. (""Party B"")",1/24/14,1/24/14,perpetual,,,People's Republic of China,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.PDF,Collaboration Agreement,"Didi Chuxing Technology Co., Ltd. (""Party A""); Hunan Ruixi Financial Leasing Co., Ltd (""Party B""); Party A and Party B (individually referred to as a “Party” and collectively as the “Parties”)",12/17/18,12/17/18,12/17/19,,,China,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT.PDF",COLLABORATION AGREEMENT,"Ginkgo Bioworks, Inc. (""Ginko""); Berkely Lights, Inc. (""BLI""); Gingko and BLI (""Party"", collectively as the ""Parties"")",9/13/19,9/13/19,9/13/26,,,Delaware,False,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF,Intellectual Property Agreement,"Marv Enterprises, LLC (""Marv""); Premier Biomedical, Inc. (""Premier""); Technology Health, Inc. (""THI""); (Each shall be referred to as a “Party” and collectively as the “Parties.”)",5/12/20,5/12/20,,,,Pennsylvania,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT.PDF",Promotion Agreement,"MiddleBrook Pharmaceuticals, Inc. (""MBRK""); DoctorDirectory.com, Inc (""DD""); (collectively ""Parties"")",2/3/10,2/3/10,2/3/13,successive 1 year,,North Carolina,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False
"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC..PDF",PROMOTION AGREEMENT,"ASHWORTH, INC. (""Company, ""Ashworth""); JAMES W. NANTZ III (""Nantz""); NANTZ COMMUNICATIONS, INC. (""Nantz Communications"")",6/1/98,6/1/98,5/31/01,,,California,False,False,True,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT.PDF,PROMOTION AGREEMENT,"Charity Tunes Inc. (""Charity Tunes""); ConAgra Foods Canada  Inc. (""Sponsor"")",6/29/09,,,,,"Ontario, Canada",False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT.PDF",Promotion and Distribution Agreement,"Whitesmoke Inc. (""Distributor""); Google Inc (""Google"")",,8/1/11,7/31/13,,,England,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement.PDF,Promotion Agreement,"Go Call, Inc. (""Go Call""); PageMaster Corporation",3/12/99,6/1/99,6/1/00,1 year,,California,True,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
QBIOMEDINC_04_08_2020-EX-99.1-JOINT FILING AGREEMENT.PDF,JOINT FILING AGREEMENT,"YA II PN, Ltd.; YA Global Investments II (U.S.), Ltd.; Yorkville Advisors Global, LP; Yorkville Advisors Global II, LLC; YAII GP, LP; Yorkville Advisors GP, LLC; D-Beta One EQ, Ltd.; D-Beta One Blocker EQ, Ltd.;
D-Beta One Growth and Opportunity Fund Offshore, LP; D-Beta One GP, LLC; Delta Beta Advisors, LP",4/8/20,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ACCELERATEDTECHNOLOGIESHOLDINGCORP_04_24_2003-EX-10.13-JOINT VENTURE AGREEMENT.PDF,JOINT VENTURE AGREEMENT,"Collectible Concepts Group, Inc. (""CCGI""); Pivotal Self Service Tech, Inc. (""PVSS""); (the ""Parties"" or ""Joint Venturers"" if referred to collectively, or the ""Party"" or Joint Venturer"" if referred to singularly)",,3/1/03,2/28/04,,,Pennsylvania,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT.PDF",JOINT FILING AGREEMENT,"ATHENE ANNUITY AND LIFE COMPANY; ATHENE ANNUITY & LIFE ASSURANCE COMPANY; ATHENE USA CORPORATION; ATHENE LIFE RE LTD.; ATHENE HOLDING LTD.; APOLLO INSURANCE SOLUTIONS GROUP LP; AISG GP LTD.; APOLLO LIFE ASSET, L.P.; APOLLO LIFE ASSET GP, LLC.; APOLLO CAPITAL MANAGEMENT, L.P.; APOLLO CAPITAL MANAGEMENT GP, LLC; APOLLO MANAGEMENT HOLDINGS, L.P.; APOLLO MANAGEMENT HOLDINGS GP, LLC; OMAHA EQUITY AGGREGATOR, L.P.; AP OMAHA ADVISORS, LLC; APOLLO HYBRID VALUE ADVISORS, L.P.; APOLLO HYBRID VALUE CAPITAL MANAGEMENT, LLC; APH HOLDINGS, L.P.; APOLLO PRINCIPAL HOLDINGS III GP, LTD.",7/6/20,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT.PDF",JOINT FILING AGREEMENT,PRAIRIE ECI ACQUIROR LP; PRAIRIE NON-ECI ACQUIROR LP; PRAIRIE VCOC ACQUIROR LP; PRAIRIE SECONDARY ACQUIROR LP; PRAIRIE SECONDARY ACQUIROR E LP; BIP HOLDINGS MANAGER L.L.C.; BLACKSTONE INFRASTRUCTURE ASSOCIATES L.P.; BIA GP L.P.; BIA GP L.L.C.; BLACKSTONE HOLDINGS III L.P.,2/19/20,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT.PDF",JOINT FILING AGREEMENT,"CLARUS IV-A, L.P.; CLARUS IV-B, L.P.; CLARUS IV-C, L.P.; CLARUS IV-D, L.P.; CLARUS IV GP, L.P.; BLACKSTONE CLARUS GP L.P.; BLACKSTONE CLARUS GP L.L.C.; BLACKSTONE HOLDINGS I/II GP L.L.C.; THE BLACKSTONE GROUP INC.; BLACKSTONE GROUP MANAGEMENT L.L.C.",2/14/20,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement.PDF,Strategic Alliance Agreement,"ChipMOS TECHNOLOGIES INC. (""ChipMOS""); Tsinghua Unigroup Ltd. (""Tsinghua Unigroup""); ChipMOS and Tsinghua Unigroup shall collectively be referred to as the “Parties”",12/11/15,,12/11/18,,,Taiwan,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.PDF",Strategic Alliance Agreement,"Bravatek Solutions (""Bravatek""); Sibannac Inc. (""COMPANY"")",11/30/17,,11/30/18,12 months,90 days,Texas,True,True,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
PLAYAHOTELS&RESORTSNV_03_14_2017-EX-10.22-STRATEGIC ALLIANCE AGREEMENT (Hyatt Ziva Cancun).PDF,STRATEGIC ALLIANCE AGREEMENT,"Hyatt Franchising Latin America, L.L.C. (""Hyatt""); Playa Hotels & Resorts, B.V. (""Playa""); Hyatt and Playa (each a “Party” and collectively as the “Parties”)",12/14/16,12/14/16,,,,Illinois,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-COOPERATION AGREEMENT.PDF,Cooperation Agreement,"VA Partners I, LLC, ValueAct Capital Master Fund, L.P., ValueAct Capital Management, L.P., ValueAct Capital Management, LLC, ValueAct Holdings, L.P. (collectively, the “ValueAct Group”, and individually a “member” of the ValueAct Group); Allison Transmission Holdings, Inc. (the “Company”); Gregory P. Spivy (the “ValueAct Designee”)",12/12/14,,,,,Delaware,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).PDF,COLLABORATION AGREEMENT,"Xencor, Inc (""XENCOR""); Boehringer Ingelheim International GmbH (""BII""); BII and XENCOR (each a “Party” and collectively “Parties”)",2/10/12,2/10/12,,,,New York,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,True,False,True,True
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.PDF,PROMOTION AGREEMENT,"Janssen Biotech, Inc. (""Janssen”); Immunomedics, Inc. (""Company"")",4/5/19,4/5/19,3/31/20,,,New York,False,False,True,True,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT.PDF,Joint Venture Agreement,"Tate & Lyle Fermentation Products Ltd. (""T&L""); Tate & Lyle PLC; Igene Biotechnology, Inc. (""Igene""); (collectively ""Parties""); (each ""Party"")",3/18/03,3/3/03,,,,Delaware,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.PDF,JOINT FILING AGREEMENT,ABP TRUST; ADAM D. PORTNOY,1/22/20,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT.PDF",JOINT VENTURE AGREEMEN,"MJ Syndicated, Inc.; SIMPLY HERBAL; individually and collectively ""JVP""",11/27/18,11/27/18,11/30/19,,,Florida,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True
"ONEMAINHOLDINGS,INC_02_20_2020-EX-99.D-JOINT FILING AGREEMENT.PDF",JOINT FILING AGREEMENT,"UNIFORM INVESTCO LP; UNIFORM INVESTCO GP LLC; THE VÄRDE FUND VI-A, L.P.; VÄRDE INVESTMENT PARTNERS, L.P.; VÄRDE INVESTMENT PARTNERS (OFFSHORE) MASTER, L.P.; VÄRDE INVESTMENT PARTNERS G.P., LLC; THE VÄRDE SKYWAY MASTER FUND, L.P.;THE VÄRDE SKYWAY FUND G.P., L.P.; THE VÄRDE SKYWAY FUND UGP, LLC; THE VÄRDE FUND XII (MASTER), L.P.; THE VÄRDE FUND XII G.P., L.P.; THE VÄRDE FUND XII UGP, LLC; VÄRDE CREDIT PARTNERS MASTER, L.P.",2/20/20,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"MACY'S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT.PDF",JOINT FILING AGREEMENT,VESA EQUITY INVESTMENT S.À R.L.; EP INVESTMENT S.À R.L.;  DANIEL KŘETÍNSKÝ,5/11/20,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BLACKROCKMUNIHOLDINGSINVESTMENTQUALITYFUND_04_07_2020-EX-99.01-JOINT FILING AGREEMENT.PDF,JOINT FILING AGREEMENT,"Bank of America Corporatino, Banc of America Preferred Funding Corporation",4/7/20,4/7/20,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT.PDF,JOINT FILING AGREEMENT,"Shelby J. Butterfield (""Co-Trustee"")",3/27/20,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT.PDF",JOINT FILING STATEMENT,"SCULPTOR CAPITAL LP; SCULPTOR CAPITAL HOLDING CORPORATION; SCULPTOR MANAGEMENT, INC.; SCULPTOR MASTER FUND LTD",4/8/20,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"PRECIGEN,INC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.PDF",JOINT FILING AGREEMENT,"ARES TRADING SA; MERCK SERONO SA COINSINS, SWITZERLAND, AN AFFILIATE OF MERCK KGAA, DARMSTADT, GERMANY; MERCK KGAA DARMSTADT, GERMANY",,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT.PDF",JOINT FILING AGREEMENT,UBS ONCOLOGY IMPACT FUND L.P.; ONCOLOGY IMPACT FUND (CAYMAN) MANAGEMENT L.P.; MPM ONCOLOGY IMPACT MANAGEMENT LP; MPM ONCOLOGY IMPACT MANAGEMENT GP LLC,4/7/20,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT.PDF,JOINT FILING AGREEMENT,"HPS INVESTMENT PARTNERS, LCC; HPS MEZZANINE PARTNERS II, LLC; HPS MEZZANINE PARTNERS II OFFSHORE GP, L.P.; MEZZANINE PARTNERS - OFFSHORE INVESTMENT MASTER FUND II, L.P.; MEZZANINE PARTNERS II OFFSHORE LUX S.À R.L; MEZZANINE PARTNERS II OFFSHORE LUX S.À R.L II; HPS MEZZANINE PARTNERS II GP, L.P.; MEZZANINE PARTNERS II, L.P.; MEZZANINE PARTNERS II ONSHORE LUX S.À R.L; MEZZANINE PARTNERS II ONSHORE LUX S.À R.L II",7/6/20,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT.PDF,Promotion Agreement,"CNET, Inc. (""CNET""); Cyberian Outpost, Inc. (""Company"")",1/26/98,2/1/98,1/26/99,,,California,False,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT.PDF,PROMOTION AGREEMENT,"Depomed, Inc. (""Depomed""); King Pharmaceuticals, Inc. (""King""); Depomed and King (individually as a ""party"" and collectively as the ""parties"")",6/27/06,6/27/06,6/27/11,,,New York,False,False,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT.PDF",INTELLECTUAL PROPERTY AGREEMENT,"Visualant Incorporated (""Company""); Kenneth Turpin (""Turpin"")",6/16/04,,perpetual,,,"British Columbia, Canada",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.PDF,INTELLECTUAL PROPERTY AGREEMENT,"WestRock Company (""Parent""); Ingevity Corporation (""SpinCo""); SpinCo and Parent (individually referred to herein as a “Party” and collectively as the “Parties”)",5/14/16,,,,,,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC..PDF",INTELLECTUAL PROPERTY AGREEMENT,"The Babcock and Wilcox Company (""RemainCo""); Babcock and Wilcox Enterprises, Inc. (""SpinCo""); individually as a “Party,” and collectively as the “Parties”",6/26/15,6/25/15,,,,Delaware,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2.pdf,"AMENDMENT TO SECTION 2, PART B OF THE CO-BRANDING AGREEMENT","PC Quote, Inc. (""PCQ""); A.B. Watley, Inc. (""ABW"")",12/9/96,12/9/96,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement3.pdf,SECOND AMENDMENT TO CO-BRANDING AGREEMENT,"PC QUOTE, INC. (""PCQ""); A.B. Watley, Inc. (""ABW"")",2/23/98,2/23/98,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1.pdf,CO-BRANDING AGREEMENT,"PC QUOTE, INC. (""PCQ""); AB Wately, Inc. and all of its subsidiaries and related companies (""ABW"" )",10/11/96,10/11/96,,,,Illinois,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement2.pdf,GUARANTEES OF MASTER FRANCHISE AGREEMENT,"Kiosk Concepts, Inc. (""Franchisor""); (""Master Franchisee""); (""Guarantors"")",,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement3.pdf,Attachment C to Master Franchise Agreement   MULTI-STATE ADDENDUM   CALIFORNIA APPENDIX,,,,,,,New York,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,MASTER FRANCHISE AGREEMENT,"Kiosk Concepts Inc. (""we"", ""us"", ""our""); The Grilled Cheese Truck, Inc. (""you"", ""your"", ""Master Franchisee"")",[]/[]/2015,[]/[]/2015,[]/[]/2025,four successive 10 years,,New York,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,True,False,True
SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement4.pdf,ADDENDUM REQUIRED BY THE DEPARTMENT OF LAW OF THE STATE OF NEW YORK,"KIOSK CONCEPTS, INC.; THE GRILLED CHEESE TRUCK, INC.",[]/[]/2015,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
