filename,clause_name,answer
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Anti-Assignment,Yes
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Revenue/Profit Sharing,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Price Restrictions,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Minimum Commitment,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Volume Restriction,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Ip Ownership Assignment,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Joint Ip Ownership,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,License Grant,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Non-Transferable License,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Affiliate License-Licensor,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Affiliate License-Licensee,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Unlimited/All-You-Can-Eat-License,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Irrevocable Or Perpetual License,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Source Code Escrow,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Post-Termination Services,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Audit Rights,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Uncapped Liability,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Cap On Liability,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Liquidated Damages,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Warranty Duration,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Insurance,Yes
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Covenant Not To Sue,No
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Third Party Beneficiary,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Document Name,SPONSORSHIP AGREEMENT
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Parties,"Football Northwest LLC, (""FNW""); Mercata, Inc., (""Sponsor"")"
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Agreement Date,7/12/99
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Effective Date,7/19/99
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Expiration Date,
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Renewal Term,
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Notice Period To Terminate Renewal,
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Governing Law,Washington
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Most Favored Nation,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Competitive Restriction Exception,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Non-Compete,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Exclusivity,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,No-Solicit Of Customers,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,No-Solicit Of Employees,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Non-Disparagement,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Termination For Convenience,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Rofr/Rofo/Rofn,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Change Of Control,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Anti-Assignment,Yes
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Revenue/Profit Sharing,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Price Restrictions,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Minimum Commitment,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Volume Restriction,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Ip Ownership Assignment,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Joint Ip Ownership,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,License Grant,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Non-Transferable License,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Affiliate License-Licensor,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Affiliate License-Licensee,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Unlimited/All-You-Can-Eat-License,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Irrevocable Or Perpetual License,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Source Code Escrow,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Post-Termination Services,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Audit Rights,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Uncapped Liability,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Cap On Liability,Yes
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Liquidated Damages,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Warranty Duration,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Insurance,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Covenant Not To Sue,No
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Third Party Beneficiary,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Document Name,SPONSORSHIP AGREEMENT
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Parties,"HYDRON TECHNOLOGIES, INC. (""Hydron""); MIAMI DOLPHINS, LTD. (""Dolphins"")"
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Agreement Date,1/1/97
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Effective Date,1/1/97
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Expiration Date,1/1/01
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Renewal Term,
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Notice Period To Terminate Renewal,
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Governing Law,Florida
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Most Favored Nation,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Competitive Restriction Exception,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Non-Compete,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Exclusivity,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,No-Solicit Of Customers,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,No-Solicit Of Employees,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Non-Disparagement,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Termination For Convenience,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Rofr/Rofo/Rofn,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Change Of Control,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Anti-Assignment,Yes
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Revenue/Profit Sharing,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Price Restrictions,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Minimum Commitment,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Volume Restriction,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Ip Ownership Assignment,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Joint Ip Ownership,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,License Grant,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Non-Transferable License,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Affiliate License-Licensor,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Affiliate License-Licensee,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Unlimited/All-You-Can-Eat-License,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Irrevocable Or Perpetual License,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Source Code Escrow,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Post-Termination Services,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Audit Rights,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Uncapped Liability,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Cap On Liability,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Liquidated Damages,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Warranty Duration,No
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Insurance,Yes
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Covenant Not To Sue,Yes
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Third Party Beneficiary,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Document Name,SPONSORSHIP AGREEMENT
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Parties,"Excite, Inc. (""Excite""); N2K, Inc. (""Sponsor"")"
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Agreement Date,9/23/97
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Effective Date,9/23/97
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Expiration Date,9/23/99
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Renewal Term,
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Notice Period To Terminate Renewal,
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Governing Law,New York
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Most Favored Nation,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Competitive Restriction Exception,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Non-Compete,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Exclusivity,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,No-Solicit Of Customers,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,No-Solicit Of Employees,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Non-Disparagement,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Termination For Convenience,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Rofr/Rofo/Rofn,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Change Of Control,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Anti-Assignment,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Revenue/Profit Sharing,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Price Restrictions,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Minimum Commitment,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Volume Restriction,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Ip Ownership Assignment,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Joint Ip Ownership,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,License Grant,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Non-Transferable License,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Affiliate License-Licensor,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Affiliate License-Licensee,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Unlimited/All-You-Can-Eat-License,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Irrevocable Or Perpetual License,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Source Code Escrow,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Post-Termination Services,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Audit Rights,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Uncapped Liability,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Cap On Liability,Yes
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Liquidated Damages,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Warranty Duration,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Insurance,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Covenant Not To Sue,No
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Third Party Beneficiary,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Document Name,Sponsorship Agreement
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Parties,"RMF Empire, In. DBA West Coast Customs (""WCC""); Bosch International, LLC / XLI Technologies, Inc. (""XLI"")"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Agreement Date,12/1/15
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Effective Date,12/1/15
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Expiration Date,11/30/16
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Renewal Term,
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Notice Period To Terminate Renewal,
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Governing Law,
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Most Favored Nation,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Competitive Restriction Exception,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Non-Compete,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Exclusivity,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",No-Solicit Of Customers,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",No-Solicit Of Employees,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Non-Disparagement,Yes
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Termination For Convenience,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Rofr/Rofo/Rofn,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Change Of Control,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Anti-Assignment,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Revenue/Profit Sharing,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Price Restrictions,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Minimum Commitment,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Volume Restriction,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Ip Ownership Assignment,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Joint Ip Ownership,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",License Grant,Yes
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Non-Transferable License,Yes
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Affiliate License-Licensor,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Affiliate License-Licensee,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Unlimited/All-You-Can-Eat-License,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Irrevocable Or Perpetual License,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Source Code Escrow,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Post-Termination Services,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Audit Rights,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Uncapped Liability,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Cap On Liability,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Liquidated Damages,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Warranty Duration,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Insurance,Yes
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Covenant Not To Sue,No
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Third Party Beneficiary,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Document Name,SPONSORSHIP AGREEMENT
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Parties,"Excite, Inc. (""Excite""); Vitamin Shoppe Industries Inc. (""Client"")"
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Agreement Date,9/23/98
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Effective Date,9/23/98
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Expiration Date,
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Renewal Term,
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Notice Period To Terminate Renewal,
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Governing Law,California
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Most Favored Nation,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Competitive Restriction Exception,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Non-Compete,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Exclusivity,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,No-Solicit Of Customers,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,No-Solicit Of Employees,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Non-Disparagement,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Termination For Convenience,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Rofr/Rofo/Rofn,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Change Of Control,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Anti-Assignment,Yes
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Revenue/Profit Sharing,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Price Restrictions,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Minimum Commitment,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Volume Restriction,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Ip Ownership Assignment,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Joint Ip Ownership,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,License Grant,Yes
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Non-Transferable License,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Affiliate License-Licensor,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Affiliate License-Licensee,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Unlimited/All-You-Can-Eat-License,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Irrevocable Or Perpetual License,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Source Code Escrow,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Post-Termination Services,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Audit Rights,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Uncapped Liability,Yes
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Cap On Liability,Yes
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Liquidated Damages,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Warranty Duration,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Insurance,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Covenant Not To Sue,No
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Third Party Beneficiary,No
ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,Document Name,OUTSOURCING AGREEMENT
ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,Parties,"Twin Cities Power Holdings, LLC (""Company""); Redwater LLC (""Contractor"")"
ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,Agreement Date,[]/[]/2012
